hora,tipo_sinal,direcao,tamanho_canal_pct_atr,distancia_sma_pct_atr,rsi,vela_gatilho_corpo_pct,aceleracao_velas_contra,vela_1_antes_corpo_pct,vela_1_antes_favor,vela_2_antes_corpo_pct,vela_2_antes_favor,alvo_win
12,0,1,0.6104828570179236,2.9139354401273128,51.88693067452908,0.245165339230298,1,0.6644241125911264,-1,0.7146254761665397,1,1
15,0,-1,0.6515499568229306,2.411219642733612,35.68739148193299,0.4047833747476677,0,0.411998575836577,1,0.9937371200073744,1,1
17,0,1,0.3883217306196295,1.1938779916656743,54.054417985126825,0.7108446256087578,0,0.0812619084915902,1,0.4703530527886235,1,1
19,1,1,0.2515286687604789,0.0777236814943923,42.7252984289845,0.5900152154311731,0,0.4840491799708493,1,0.5984268203665718,1,1
19,0,1,1.0631430685380825,0.0777236814943923,42.7252984289845,0.5900152154311731,0,0.4840491799708493,1,0.5984268203665718,1,1
19,0,1,1.1271333928434306,1.0596045773390674,50.35516507296561,0.7096463953064819,1,0.5900152154311731,-1,0.4840491799708493,1,1
19,0,1,0.5200458593758809,1.3314345607215825,53.09099994047398,0.5601598801425544,0,0.6706468354074977,1,0.5071985538191014,1,1
19,0,1,0.5179898313418162,1.328043672728103,53.509372366392,0.1344147482971801,1,0.5601598801425544,-1,0.6706468354074977,1,1
22,0,1,1.1873166282989818,1.926426418977492,48.14775409769106,0.8216564351391946,0,0.407063762670638,1,0.9679967683005566,1,1
22,0,1,1.1157789477570066,2.159885350498453,50.64320257701145,0.5083308987433112,1,0.8216564351391946,-1,0.407063762670638,1,1
10,0,1,0.9404687406033688,2.581862268967957,56.830417051882606,0.3534344056177321,0,0.6878582277084336,1,0.7158027035971333,1,1
10,0,1,0.912366503146215,2.955272542542732,59.49496491655837,0.7909815356931581,1,0.9243675641056022,-1,0.8738026057056183,1,1
11,0,-1,1.5502475927604238,6.09963606991241,38.18474828937568,0.444659910815346,0,0.9038939439596124,1,0.7580914963220536,1,1
12,0,1,0.4806548643550566,5.38308441094672,61.69586163978916,0.7642444878996066,0,0.2714854539326053,1,0.092602341691789,1,1
